wave_id,step,respondent,tp,fp,fn,tn,precision,recall,fpr,fnr,pair_accuracy,n_fail_safe,n_pairs_evaluated
noise_r01,2100,Abigail Chen,32,108,25,135,0.228571,0.561404,0.444444,0.438596,0.556667,0,300
noise_r01,2100,Adam Smith,42,168,15,75,0.200000,0.736842,0.691358,0.263158,0.390000,0,300
noise_r01,2100,Arthur Burton,42,148,15,95,0.221053,0.736842,0.609053,0.263158,0.456667,0,300
noise_r01,2100,Ayesha Khan,34,133,23,110,0.203593,0.596491,0.547325,0.403509,0.480000,0,300
noise_r01,2100,Carlos Gomez,40,131,17,112,0.233918,0.701754,0.539095,0.298246,0.506667,0,300
noise_r01,2100,Carmen Ortiz,7,40,50,203,0.148936,0.122807,0.164609,0.877193,0.700000,0,300
noise_r01,2100,Eddy Lin,45,169,12,74,0.210280,0.789474,0.695473,0.210526,0.396667,0,300
noise_r01,2100,Francisco Lopez,35,118,22,125,0.228758,0.614035,0.485597,0.385965,0.533333,0,300
noise_r01,2100,Giorgio Rossi,42,144,15,99,0.225806,0.736842,0.592593,0.263158,0.470000,0,300
noise_r01,2100,Hailey Johnson,27,98,30,145,0.216000,0.473684,0.403292,0.526316,0.573333,0,300
noise_r01,2100,Isabella Rodriguez,44,163,13,80,0.212560,0.771930,0.670782,0.228070,0.413333,24,300
noise_r01,2100,Jane Moreno,51,216,6,27,0.191011,0.894737,0.888889,0.105263,0.260000,0,300
noise_r01,2100,Jennifer Moore,45,138,12,105,0.245902,0.789474,0.567901,0.210526,0.500000,0,300
noise_r01,2100,John Lin,50,211,7,32,0.191571,0.877193,0.868313,0.122807,0.273333,24,300
noise_r01,2100,Klaus Mueller,44,140,13,103,0.239130,0.771930,0.576132,0.228070,0.490000,0,300
noise_r01,2100,Latoya Williams,26,104,31,139,0.200000,0.456140,0.427984,0.543860,0.550000,0,300
noise_r01,2100,Maria Lopez,7,20,50,223,0.259259,0.122807,0.082305,0.877193,0.766667,0,300
noise_r01,2100,Mei Lin,40,162,17,81,0.198020,0.701754,0.666667,0.298246,0.403333,0,300
noise_r01,2100,Rajiv Patel,22,89,35,154,0.198198,0.385965,0.366255,0.614035,0.586667,0,300
noise_r01,2100,Ryan Park,33,163,24,80,0.168367,0.578947,0.670782,0.421053,0.376667,0,300
noise_r01,2100,Sam Moore,41,140,16,103,0.226519,0.719298,0.576132,0.280702,0.480000,0,300
noise_r01,2100,Tamara Taylor,1,24,56,219,0.040000,0.017544,0.098765,0.982456,0.733333,0,300
noise_r01,2100,Tom Moreno,45,168,12,75,0.211268,0.789474,0.691358,0.210526,0.400000,0,300
noise_r01,2100,Wolfgang Schulz,3,22,54,221,0.120000,0.052632,0.090535,0.947368,0.746667,0,300
noise_r01,2100,Yuriko Yamamoto,2,26,55,217,0.071429,0.035088,0.106996,0.964912,0.730000,0,300
noise_r01,2100,__overall__,800,3043,625,3032,0.208171,0.561404,0.500905,0.438596,0.510933,48,7500
noise_r02,2100,Abigail Chen,28,106,29,137,0.208955,0.491228,0.436214,0.508772,0.550000,0,300
noise_r02,2100,Adam Smith,41,168,16,75,0.196172,0.719298,0.691358,0.280702,0.386667,0,300
noise_r02,2100,Arthur Burton,43,145,14,98,0.228723,0.754386,0.596708,0.245614,0.470000,0,300
noise_r02,2100,Ayesha Khan,35,130,22,113,0.212121,0.614035,0.534979,0.385965,0.493333,0,300
noise_r02,2100,Carlos Gomez,40,126,17,117,0.240964,0.701754,0.518519,0.298246,0.523333,0,300
noise_r02,2100,Carmen Ortiz,8,42,49,201,0.160000,0.140351,0.172840,0.859649,0.696667,0,300
noise_r02,2100,Eddy Lin,42,165,15,78,0.202899,0.736842,0.679012,0.263158,0.400000,0,300
noise_r02,2100,Francisco Lopez,35,126,22,117,0.217391,0.614035,0.518519,0.385965,0.506667,0,300
noise_r02,2100,Giorgio Rossi,41,144,16,99,0.221622,0.719298,0.592593,0.280702,0.466667,24,300
noise_r02,2100,Hailey Johnson,26,101,31,142,0.204724,0.456140,0.415638,0.543860,0.560000,0,300
noise_r02,2100,Isabella Rodriguez,43,168,14,75,0.203791,0.754386,0.691358,0.245614,0.393333,0,300
noise_r02,2100,Jane Moreno,46,214,11,29,0.176923,0.807018,0.880658,0.192982,0.250000,0,300
noise_r02,2100,Jennifer Moore,48,143,9,100,0.251309,0.842105,0.588477,0.157895,0.493333,0,300
noise_r02,2100,John Lin,49,210,8,32,0.189189,0.859649,0.867769,0.140351,0.270903,24,299
noise_r02,2100,Klaus Mueller,42,141,15,102,0.229508,0.736842,0.580247,0.263158,0.480000,0,300
noise_r02,2100,Latoya Williams,22,115,35,128,0.160584,0.385965,0.473251,0.614035,0.500000,0,300
noise_r02,2100,Maria Lopez,8,20,49,223,0.285714,0.140351,0.082305,0.859649,0.770000,0,300
noise_r02,2100,Mei Lin,40,163,17,80,0.197044,0.701754,0.670782,0.298246,0.400000,0,300
noise_r02,2100,Rajiv Patel,21,93,36,150,0.184211,0.368421,0.382716,0.631579,0.570000,0,300
noise_r02,2100,Ryan Park,32,161,25,82,0.165803,0.561404,0.662551,0.438596,0.380000,0,300
noise_r02,2100,Sam Moore,41,142,16,101,0.224044,0.719298,0.584362,0.280702,0.473333,0,300
noise_r02,2100,Tamara Taylor,1,24,56,219,0.040000,0.017544,0.098765,0.982456,0.733333,0,300
noise_r02,2100,Tom Moreno,44,168,13,75,0.207547,0.771930,0.691358,0.228070,0.396667,0,300
noise_r02,2100,Wolfgang Schulz,5,23,52,220,0.178571,0.087719,0.094650,0.912281,0.750000,0,300
noise_r02,2100,Yuriko Yamamoto,1,27,56,215,0.035714,0.017544,0.111570,0.982456,0.722408,0,299
noise_r02,2100,__overall__,782,3065,643,3008,0.203275,0.548772,0.504693,0.451228,0.505468,48,7498
noise_r03,2100,Abigail Chen,29,104,28,139,0.218045,0.508772,0.427984,0.491228,0.560000,0,300
noise_r03,2100,Adam Smith,41,162,16,81,0.201970,0.719298,0.666667,0.280702,0.406667,0,300
noise_r03,2100,Arthur Burton,44,154,13,89,0.222222,0.771930,0.633745,0.228070,0.443333,0,300
noise_r03,2100,Ayesha Khan,34,129,23,114,0.208589,0.596491,0.530864,0.403509,0.493333,0,300
noise_r03,2100,Carlos Gomez,37,124,20,119,0.229814,0.649123,0.510288,0.350877,0.520000,0,300
noise_r03,2100,Carmen Ortiz,9,39,48,204,0.187500,0.157895,0.160494,0.842105,0.710000,0,300
noise_r03,2100,Eddy Lin,43,164,14,79,0.207729,0.754386,0.674897,0.245614,0.406667,0,300
noise_r03,2100,Francisco Lopez,40,129,17,114,0.236686,0.701754,0.530864,0.298246,0.513333,0,300
noise_r03,2100,Giorgio Rossi,42,140,15,103,0.230769,0.736842,0.576132,0.263158,0.483333,0,300
noise_r03,2100,Hailey Johnson,27,99,30,144,0.214286,0.473684,0.407407,0.526316,0.570000,0,300
noise_r03,2100,Isabella Rodriguez,41,172,16,71,0.192488,0.719298,0.707819,0.280702,0.373333,0,300
noise_r03,2100,Jane Moreno,50,210,7,33,0.192308,0.877193,0.864198,0.122807,0.276667,0,300
noise_r03,2100,Jennifer Moore,44,137,13,106,0.243094,0.771930,0.563786,0.228070,0.500000,0,300
noise_r03,2100,John Lin,51,213,6,30,0.193182,0.894737,0.876543,0.105263,0.270000,0,300
noise_r03,2100,Klaus Mueller,42,139,15,104,0.232044,0.736842,0.572016,0.263158,0.486667,0,300
noise_r03,2100,Latoya Williams,21,104,36,139,0.168000,0.368421,0.427984,0.631579,0.533333,0,300
noise_r03,2100,Maria Lopez,10,21,47,222,0.322581,0.175439,0.086420,0.824561,0.773333,0,300
noise_r03,2100,Mei Lin,39,159,18,84,0.196970,0.684211,0.654321,0.315789,0.410000,0,300
noise_r03,2100,Rajiv Patel,24,88,33,155,0.214286,0.421053,0.362140,0.578947,0.596667,0,300
noise_r03,2100,Ryan Park,30,163,27,80,0.155440,0.526316,0.670782,0.473684,0.366667,0,300
noise_r03,2100,Sam Moore,42,138,15,105,0.233333,0.736842,0.567901,0.263158,0.490000,0,300
noise_r03,2100,Tamara Taylor,1,24,56,219,0.040000,0.017544,0.098765,0.982456,0.733333,0,300
noise_r03,2100,Tom Moreno,44,176,13,67,0.200000,0.771930,0.724280,0.228070,0.370000,0,300
noise_r03,2100,Wolfgang Schulz,4,21,53,222,0.160000,0.070175,0.086420,0.929825,0.753333,0,300
noise_r03,2100,Yuriko Yamamoto,0,29,57,213,0.000000,0.000000,0.119835,1.000000,0.712375,0,299
noise_r03,2100,__overall__,789,3038,636,3036,0.206167,0.553684,0.500165,0.446316,0.510068,0,7499
noise_r04,2100,Abigail Chen,31,109,26,134,0.221429,0.543860,0.448560,0.456140,0.550000,0,300
noise_r04,2100,Adam Smith,40,163,17,80,0.197044,0.701754,0.670782,0.298246,0.400000,0,300
noise_r04,2100,Arthur Burton,44,152,13,91,0.224490,0.771930,0.625514,0.228070,0.450000,0,300
noise_r04,2100,Ayesha Khan,36,136,21,107,0.209302,0.631579,0.559671,0.368421,0.476667,0,300
noise_r04,2100,Carlos Gomez,40,119,17,124,0.251572,0.701754,0.489712,0.298246,0.546667,0,300
noise_r04,2100,Carmen Ortiz,9,41,48,202,0.180000,0.157895,0.168724,0.842105,0.703333,0,300
noise_r04,2100,Eddy Lin,41,171,16,72,0.193396,0.719298,0.703704,0.280702,0.376667,0,300
noise_r04,2100,Francisco Lopez,34,118,23,125,0.223684,0.596491,0.485597,0.403509,0.530000,0,300
noise_r04,2100,Giorgio Rossi,40,152,17,91,0.208333,0.701754,0.625514,0.298246,0.436667,0,300
noise_r04,2100,Hailey Johnson,25,101,32,142,0.198413,0.438596,0.415638,0.561404,0.556667,0,300
noise_r04,2100,Isabella Rodriguez,43,165,14,78,0.206731,0.754386,0.679012,0.245614,0.403333,24,300
noise_r04,2100,Jane Moreno,48,204,9,39,0.190476,0.842105,0.839506,0.157895,0.290000,0,300
noise_r04,2100,Jennifer Moore,47,140,10,103,0.251337,0.824561,0.576132,0.175439,0.500000,0,300
noise_r04,2100,John Lin,49,215,8,28,0.185606,0.859649,0.884774,0.140351,0.256667,0,300
noise_r04,2100,Klaus Mueller,44,141,13,102,0.237838,0.771930,0.580247,0.228070,0.486667,0,300
noise_r04,2100,Latoya Williams,22,107,35,136,0.170543,0.385965,0.440329,0.614035,0.526667,0,300
noise_r04,2100,Maria Lopez,7,25,50,218,0.218750,0.122807,0.102881,0.877193,0.750000,0,300
noise_r04,2100,Mei Lin,41,161,16,82,0.202970,0.719298,0.662551,0.280702,0.410000,0,300
noise_r04,2100,Rajiv Patel,21,91,36,152,0.187500,0.368421,0.374486,0.631579,0.576667,0,300
noise_r04,2100,Ryan Park,35,156,22,87,0.183246,0.614035,0.641975,0.385965,0.406667,24,300
noise_r04,2100,Sam Moore,41,142,16,101,0.224044,0.719298,0.584362,0.280702,0.473333,24,300
noise_r04,2100,Tamara Taylor,1,24,56,219,0.040000,0.017544,0.098765,0.982456,0.733333,0,300
noise_r04,2100,Tom Moreno,41,176,16,67,0.188940,0.719298,0.724280,0.280702,0.360000,0,300
noise_r04,2100,Wolfgang Schulz,2,24,55,219,0.076923,0.035088,0.098765,0.964912,0.736667,0,300
noise_r04,2100,Yuriko Yamamoto,1,29,56,214,0.033333,0.017544,0.119342,0.982456,0.716667,0,300
noise_r04,2100,__overall__,783,3062,642,3013,0.203641,0.549474,0.504033,0.450526,0.506133,72,7500
noise_r05,2100,Abigail Chen,30,101,27,142,0.229008,0.526316,0.415638,0.473684,0.573333,0,300
noise_r05,2100,Adam Smith,38,166,19,77,0.186275,0.666667,0.683128,0.333333,0.383333,0,300
noise_r05,2100,Arthur Burton,42,146,15,97,0.223404,0.736842,0.600823,0.263158,0.463333,0,300
noise_r05,2100,Ayesha Khan,35,125,22,118,0.218750,0.614035,0.514403,0.385965,0.510000,0,300
noise_r05,2100,Carlos Gomez,38,132,19,111,0.223529,0.666667,0.543210,0.333333,0.496667,0,300
noise_r05,2100,Carmen Ortiz,10,41,47,202,0.196078,0.175439,0.168724,0.824561,0.706667,0,300
noise_r05,2100,Eddy Lin,38,168,19,75,0.184466,0.666667,0.691358,0.333333,0.376667,0,300
noise_r05,2100,Francisco Lopez,34,120,23,123,0.220779,0.596491,0.493827,0.403509,0.523333,0,300
noise_r05,2100,Giorgio Rossi,38,142,19,100,0.211111,0.666667,0.586777,0.333333,0.461538,24,299
noise_r05,2100,Hailey Johnson,29,99,28,144,0.226562,0.508772,0.407407,0.491228,0.576667,0,300
noise_r05,2100,Isabella Rodriguez,42,173,15,70,0.195349,0.736842,0.711934,0.263158,0.373333,0,300
noise_r05,2100,Jane Moreno,46,213,11,30,0.177606,0.807018,0.876543,0.192982,0.253333,0,300
noise_r05,2100,Jennifer Moore,46,136,11,107,0.252747,0.807018,0.559671,0.192982,0.510000,0,300
noise_r05,2100,John Lin,48,200,9,41,0.193548,0.842105,0.829876,0.157895,0.298658,48,298
noise_r05,2100,Klaus Mueller,43,141,14,102,0.233696,0.754386,0.580247,0.245614,0.483333,0,300
noise_r05,2100,Latoya Williams,25,111,32,132,0.183824,0.438596,0.456790,0.561404,0.523333,0,300
noise_r05,2100,Maria Lopez,7,20,50,223,0.259259,0.122807,0.082305,0.877193,0.766667,0,300
noise_r05,2100,Mei Lin,40,164,17,79,0.196078,0.701754,0.674897,0.298246,0.396667,0,300
noise_r05,2100,Rajiv Patel,21,95,36,148,0.181034,0.368421,0.390947,0.631579,0.563333,0,300
noise_r05,2100,Ryan Park,31,152,26,91,0.169399,0.543860,0.625514,0.456140,0.406667,0,300
noise_r05,2100,Sam Moore,41,145,16,98,0.220430,0.719298,0.596708,0.280702,0.463333,0,300
noise_r05,2100,Tamara Taylor,1,24,56,219,0.040000,0.017544,0.098765,0.982456,0.733333,0,300
noise_r05,2100,Tom Moreno,42,168,15,75,0.200000,0.736842,0.691358,0.263158,0.390000,0,300
noise_r05,2100,Wolfgang Schulz,3,18,54,225,0.142857,0.052632,0.074074,0.947368,0.760000,0,300
noise_r05,2100,Yuriko Yamamoto,1,27,55,214,0.035714,0.017857,0.112033,0.982143,0.723906,0,297
noise_r05,2100,__overall__,769,3027,655,3043,0.202582,0.540028,0.498682,0.459972,0.508674,72,7494
