wave_id,step,respondent,tp,fp,fn,tn,precision,recall,fpr,fnr,pair_accuracy,n_fail_safe,n_pairs_evaluated
debug_test,1800,Hailey Johnson,14,38,11,42,0.269231,0.560000,0.475000,0.440000,0.533333,0,105
debug_test,1800,Isabella Rodriguez,10,34,15,46,0.227273,0.400000,0.425000,0.600000,0.533333,0,105
debug_test,1800,Klaus Mueller,15,52,10,28,0.223881,0.600000,0.650000,0.400000,0.409524,0,105
debug_test,1800,Latoya Williams,11,38,14,42,0.224490,0.440000,0.475000,0.560000,0.504762,0,105
debug_test,1800,Maria Lopez,3,22,22,58,0.120000,0.120000,0.275000,0.880000,0.580952,14,105
debug_test,1800,Mei Lin,6,28,19,52,0.176471,0.240000,0.350000,0.760000,0.552381,0,105
debug_test,1800,Rajiv Patel,11,39,14,41,0.220000,0.440000,0.487500,0.560000,0.495238,0,105
debug_test,1800,Ryan Park,15,33,10,47,0.312500,0.600000,0.412500,0.400000,0.590476,0,105
debug_test,1800,Wolfgang Schulz,10,43,15,37,0.188679,0.400000,0.537500,0.600000,0.447619,0,105
debug_test,1800,__overall__,169,582,206,618,0.225033,0.450667,0.485000,0.549333,0.499683,14,1575
verify_all,1800,Abigail Chen,11,46,14,34,0.192982,0.440000,0.575000,0.560000,0.428571,0,105
verify_all,1800,Arthur Burton,12,39,13,41,0.235294,0.480000,0.487500,0.520000,0.504762,0,105
verify_all,1800,Ayesha Khan,9,41,16,39,0.180000,0.360000,0.512500,0.640000,0.457143,0,105
verify_all,1800,Carlos Gomez,19,54,6,26,0.260274,0.760000,0.675000,0.240000,0.428571,0,105
verify_all,1800,Francisco Lopez,10,41,15,39,0.196078,0.400000,0.512500,0.600000,0.466667,0,105
verify_all,1800,Giorgio Rossi,13,40,12,40,0.245283,0.520000,0.500000,0.480000,0.504762,0,105
verify_all,1800,Hailey Johnson,15,41,10,39,0.267857,0.600000,0.512500,0.400000,0.514286,0,105
verify_all,1800,Isabella Rodriguez,11,33,14,47,0.250000,0.440000,0.412500,0.560000,0.552381,0,105
verify_all,1800,Klaus Mueller,15,56,10,24,0.211268,0.600000,0.700000,0.400000,0.371429,0,105
verify_all,1800,Latoya Williams,13,40,12,40,0.245283,0.520000,0.500000,0.480000,0.504762,0,105
verify_all,1800,Maria Lopez,3,23,22,57,0.115385,0.120000,0.287500,0.880000,0.571429,0,105
verify_all,1800,Mei Lin,6,29,19,51,0.171429,0.240000,0.362500,0.760000,0.542857,0,105
verify_all,1800,Rajiv Patel,11,38,14,42,0.224490,0.440000,0.475000,0.560000,0.504762,0,105
verify_all,1800,Ryan Park,15,35,10,45,0.300000,0.600000,0.437500,0.400000,0.571429,0,105
verify_all,1800,Wolfgang Schulz,10,44,15,36,0.185185,0.400000,0.550000,0.600000,0.438095,0,105
verify_all,1800,__overall__,173,600,202,600,0.223803,0.461333,0.500000,0.538667,0.490794,0,1575
