wave_id,step,sim_time,respondent,question_type,target_j,target,value,is_fail_safe
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Giorgio Rossi,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Hailey Johnson,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Isabella Rodriguez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Jane Moreno,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Jennifer Moore,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,John Lin,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Klaus Mueller,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Latoya Williams,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Maria Lopez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Mei Lin,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Rajiv Patel,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Ryan Park,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Sam Moore,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Tamara Taylor,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Tom Moreno,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Wolfgang Schulz,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Eddy Lin,Yuriko Yamamoto,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Abigail Chen,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Adam Smith,,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Arthur Burton,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Ayesha Khan,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Carlos Gomez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Carmen Ortiz,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Eddy Lin,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Giorgio Rossi,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Hailey Johnson,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Isabella Rodriguez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Jane Moreno,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Jennifer Moore,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,John Lin,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Klaus Mueller,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Latoya Williams,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Maria Lopez,,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Mei Lin,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Rajiv Patel,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Ryan Park,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Sam Moore,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Tamara Taylor,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Tom Moreno,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Wolfgang Schulz,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Francisco Lopez,Yuriko Yamamoto,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Abigail Chen,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Adam Smith,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Arthur Burton,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Ayesha Khan,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Carlos Gomez,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Carmen Ortiz,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Eddy Lin,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Francisco Lopez,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Hailey Johnson,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Isabella Rodriguez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Jane Moreno,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Jennifer Moore,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,John Lin,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Klaus Mueller,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Latoya Williams,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Maria Lopez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Mei Lin,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Rajiv Patel,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Ryan Park,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Sam Moore,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Tamara Taylor,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Tom Moreno,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Wolfgang Schulz,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Giorgio Rossi,Yuriko Yamamoto,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Abigail Chen,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Adam Smith,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Arthur Burton,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Ayesha Khan,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Carlos Gomez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Carmen Ortiz,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Eddy Lin,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Francisco Lopez,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Giorgio Rossi,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Isabella Rodriguez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Jane Moreno,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Jennifer Moore,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,John Lin,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Klaus Mueller,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Latoya Williams,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Maria Lopez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Mei Lin,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Rajiv Patel,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Ryan Park,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Sam Moore,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Tamara Taylor,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Tom Moreno,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Wolfgang Schulz,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Hailey Johnson,Yuriko Yamamoto,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Abigail Chen,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Adam Smith,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Arthur Burton,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Ayesha Khan,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Carlos Gomez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Carmen Ortiz,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Eddy Lin,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Francisco Lopez,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Giorgio Rossi,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Hailey Johnson,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Jane Moreno,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Jennifer Moore,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,John Lin,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Klaus Mueller,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Latoya Williams,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Maria Lopez,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Mei Lin,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Rajiv Patel,1,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Ryan Park,0,0
post,3000,2023-02-13 16:20:00,Abigail Chen,micro_tie,Isabella Rodriguez,Sam Moore,0,0
