wave_id,step,sim_time,respondent,question_type,target_j,target,value,is_fail_safe
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Abigail Chen,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Arthur Burton,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Ayesha Khan,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Carlos Gomez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Francisco Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Giorgio Rossi,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Hailey Johnson,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Isabella Rodriguez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Klaus Mueller,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Maria Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Mei Lin,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Rajiv Patel,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Ryan Park,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Latoya Williams,Wolfgang Schulz,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Abigail Chen,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Arthur Burton,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Ayesha Khan,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Carlos Gomez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Francisco Lopez,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Giorgio Rossi,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Hailey Johnson,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Isabella Rodriguez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Klaus Mueller,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Latoya Williams,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Mei Lin,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Rajiv Patel,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Ryan Park,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Maria Lopez,Wolfgang Schulz,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Abigail Chen,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Arthur Burton,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Ayesha Khan,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Carlos Gomez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Francisco Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Giorgio Rossi,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Hailey Johnson,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Isabella Rodriguez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Klaus Mueller,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Latoya Williams,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Maria Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Rajiv Patel,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Ryan Park,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Mei Lin,Wolfgang Schulz,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Abigail Chen,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Arthur Burton,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Ayesha Khan,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Carlos Gomez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Francisco Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Giorgio Rossi,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Hailey Johnson,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Isabella Rodriguez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Klaus Mueller,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Latoya Williams,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Maria Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Mei Lin,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Ryan Park,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Rajiv Patel,Wolfgang Schulz,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Abigail Chen,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Arthur Burton,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Ayesha Khan,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Carlos Gomez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Francisco Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Giorgio Rossi,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Hailey Johnson,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Isabella Rodriguez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Klaus Mueller,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Latoya Williams,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Maria Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Mei Lin,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Rajiv Patel,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Ryan Park,Wolfgang Schulz,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Abigail Chen,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Arthur Burton,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Ayesha Khan,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Carlos Gomez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Francisco Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Giorgio Rossi,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Hailey Johnson,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Isabella Rodriguez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Klaus Mueller,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Latoya Williams,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Maria Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Mei Lin,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Rajiv Patel,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie,Wolfgang Schulz,Ryan Park,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Arthur Burton,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Ayesha Khan,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Carlos Gomez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Francisco Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Giorgio Rossi,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Hailey Johnson,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Isabella Rodriguez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Klaus Mueller,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Latoya Williams,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Maria Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Mei Lin,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Rajiv Patel,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Ryan Park,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Abigail Chen,Wolfgang Schulz,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Abigail Chen,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Ayesha Khan,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Carlos Gomez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Francisco Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Giorgio Rossi,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Hailey Johnson,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Isabella Rodriguez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Klaus Mueller,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Latoya Williams,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Maria Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Mei Lin,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Rajiv Patel,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Ryan Park,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Arthur Burton,Wolfgang Schulz,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Abigail Chen,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Arthur Burton,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Carlos Gomez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Francisco Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Giorgio Rossi,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Hailey Johnson,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Isabella Rodriguez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Klaus Mueller,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Latoya Williams,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Maria Lopez,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Mei Lin,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Rajiv Patel,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Ryan Park,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Ayesha Khan,Wolfgang Schulz,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Carlos Gomez,Abigail Chen,1,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Carlos Gomez,Arthur Burton,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Carlos Gomez,Ayesha Khan,0,0
t600,600,2026-02-13 09:40:00,Abigail Chen,micro_tie_interaction,Carlos Gomez,Francisco Lopez,0,0
