wave_id,step,construct,truth_layer,respondent,precision,recall,fpr,fnr,pair_accuracy,n_pairs,n_fail_safe
t600,600,micro_tie_social,observed_interaction,Ayesha Khan,0.064516,0.500000,0.287129,0.500000,0.704762,105,0
t600,600,micro_tie_social,observed_interaction,Carlos Gomez,0.052632,0.500000,0.360000,0.500000,0.634615,104,0
t600,600,micro_tie_social,observed_interaction,Francisco Lopez,0.071429,0.750000,0.386139,0.250000,0.619048,105,0
t600,600,micro_tie_social,observed_interaction,Giorgio Rossi,0.035714,0.250000,0.267327,0.750000,0.714286,105,0
t600,600,micro_tie_social,observed_interaction,Hailey Johnson,0.050000,0.500000,0.376238,0.500000,0.619048,105,0
t600,600,micro_tie_social,observed_interaction,Isabella Rodriguez,0.034483,0.250000,0.285714,0.750000,0.696078,102,0
t600,600,micro_tie_social,observed_interaction,Klaus Mueller,0.000000,0.000000,0.343434,1.000000,0.631068,103,0
t600,600,micro_tie_social,observed_interaction,Latoya Williams,0.000000,0.000000,0.413333,1.000000,0.571429,77,0
t600,600,micro_tie_social,observed_interaction,Maria Lopez,0.088235,0.750000,0.306931,0.250000,0.695238,105,0
t600,600,micro_tie_social,observed_interaction,Mei Lin,0.050000,0.250000,0.188119,0.750000,0.790476,105,0
t600,600,micro_tie_social,observed_interaction,Rajiv Patel,0.047619,0.500000,0.396040,0.500000,0.600000,105,0
t600,600,micro_tie_social,observed_interaction,Ryan Park,0.034483,0.250000,0.280000,0.750000,0.701923,104,0
t600,600,micro_tie_social,observed_interaction,Wolfgang Schulz,0.035714,0.250000,0.267327,0.750000,0.714286,105,0
t600,600,micro_tie_social,observed_interaction,__overall__,0.040169,0.333333,0.306550,0.666667,0.680104,1538,0
t600,600,micro_tie_group,observed_interaction,Abigail Chen,0.000000,0.000000,0.138614,1.000000,0.828571,105,0
t600,600,micro_tie_group,observed_interaction,Arthur Burton,0.000000,0.000000,0.164948,1.000000,0.801980,101,0
t600,600,micro_tie_group,observed_interaction,Ayesha Khan,0.096774,0.750000,0.277228,0.250000,0.723810,105,0
t600,600,micro_tie_group,observed_interaction,Carlos Gomez,0.052632,0.250000,0.178218,0.750000,0.800000,105,0
t600,600,micro_tie_group,observed_interaction,Francisco Lopez,0.075000,0.750000,0.366337,0.250000,0.638095,105,0
t600,600,micro_tie_group,observed_interaction,Giorgio Rossi,0.074074,0.500000,0.247525,0.500000,0.742857,105,0
t600,600,micro_tie_group,observed_interaction,Hailey Johnson,0.058824,0.500000,0.316832,0.500000,0.676190,105,0
t600,600,micro_tie_group,observed_interaction,Isabella Rodriguez,0.000000,0.000000,0.217822,1.000000,0.752381,105,0
t600,600,micro_tie_group,observed_interaction,Klaus Mueller,0.064516,0.500000,0.290000,0.500000,0.701923,104,0
t600,600,micro_tie_group,observed_interaction,Latoya Williams,0.000000,0.000000,0.343434,1.000000,0.631068,103,0
t600,600,micro_tie_group,observed_interaction,Maria Lopez,0.041667,0.250000,0.227723,0.750000,0.752381,105,0
t600,600,micro_tie_group,observed_interaction,Mei Lin,0.055556,0.250000,0.168317,0.750000,0.809524,105,0
t600,600,micro_tie_group,observed_interaction,Rajiv Patel,0.050000,0.500000,0.376238,0.500000,0.619048,105,0
t600,600,micro_tie_group,observed_interaction,Ryan Park,0.000000,0.000000,0.132653,1.000000,0.841584,101,0
t600,600,micro_tie_group,observed_interaction,Wolfgang Schulz,0.043478,0.250000,0.224490,0.750000,0.754902,102,0
t600,600,micro_tie_group,observed_interaction,__overall__,0.046632,0.305085,0.245007,0.694915,0.737988,1561,0
t1800,1800,micro_tie_interaction,observed_interaction,Abigail Chen,0.253731,0.586207,0.657895,0.413793,0.409524,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Arthur Burton,0.229167,0.379310,0.486842,0.620690,0.476190,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Ayesha Khan,0.214286,0.517241,0.723684,0.482759,0.342857,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Carlos Gomez,0.301887,0.551724,0.486842,0.448276,0.523810,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Francisco Lopez,0.277778,0.517241,0.513158,0.482759,0.495238,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Giorgio Rossi,0.254237,0.517241,0.578947,0.482759,0.447619,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Hailey Johnson,0.245283,0.448276,0.526316,0.551724,0.466667,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Isabella Rodriguez,0.289855,0.689655,0.644737,0.310345,0.447619,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Klaus Mueller,0.303030,0.689655,0.605263,0.310345,0.476190,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Latoya Williams,0.245614,0.482759,0.565789,0.517241,0.447619,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Maria Lopez,0.290323,0.620690,0.578947,0.379310,0.476190,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Mei Lin,0.240506,0.655172,0.789474,0.344828,0.333333,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Rajiv Patel,0.188679,0.344828,0.565789,0.655172,0.409524,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Ryan Park,0.200000,0.068966,0.105263,0.931034,0.666667,105,0
t1800,1800,micro_tie_interaction,observed_interaction,Wolfgang Schulz,0.250000,0.448276,0.513158,0.551724,0.476190,105,0
t1800,1800,micro_tie_interaction,observed_interaction,__overall__,0.255869,0.501149,0.556140,0.498851,0.459683,1575,0
t1800,1800,micro_tie_social,observed_interaction,Abigail Chen,0.272727,0.620690,0.631579,0.379310,0.438095,105,0
t1800,1800,micro_tie_social,observed_interaction,Arthur Burton,0.276596,0.448276,0.447368,0.551724,0.523810,105,0
t1800,1800,micro_tie_social,observed_interaction,Ayesha Khan,0.239437,0.586207,0.710526,0.413793,0.371429,105,0
t1800,1800,micro_tie_social,observed_interaction,Carlos Gomez,0.275362,0.678571,0.657895,0.321429,0.432692,104,0
t1800,1800,micro_tie_social,observed_interaction,Francisco Lopez,0.245902,0.517241,0.605263,0.482759,0.428571,105,0
t1800,1800,micro_tie_social,observed_interaction,Giorgio Rossi,0.265625,0.586207,0.618421,0.413793,0.438095,105,0
t1800,1800,micro_tie_social,observed_interaction,Hailey Johnson,0.200000,0.413793,0.631579,0.586207,0.380952,105,0
t1800,1800,micro_tie_social,observed_interaction,Isabella Rodriguez,0.283951,0.793103,0.763158,0.206897,0.390476,105,0
t1800,1800,micro_tie_social,observed_interaction,Klaus Mueller,0.297297,0.758621,0.684211,0.241379,0.438095,105,0
t1800,1800,micro_tie_social,observed_interaction,Latoya Williams,0.196721,0.413793,0.644737,0.586207,0.371429,105,0
t1800,1800,micro_tie_social,observed_interaction,Maria Lopez,0.257143,0.620690,0.684211,0.379310,0.400000,105,0
t1800,1800,micro_tie_social,observed_interaction,Mei Lin,0.256098,0.724138,0.802632,0.275862,0.342857,105,0
t1800,1800,micro_tie_social,observed_interaction,Rajiv Patel,0.196429,0.379310,0.592105,0.620690,0.400000,105,0
t1800,1800,micro_tie_social,observed_interaction,Ryan Park,0.187500,0.103448,0.171053,0.896552,0.628571,105,0
t1800,1800,micro_tie_social,observed_interaction,Wolfgang Schulz,0.236364,0.448276,0.552632,0.551724,0.447619,105,0
t1800,1800,micro_tie_social,observed_interaction,__overall__,0.250804,0.539171,0.613158,0.460829,0.428844,1574,0
t1800,1800,micro_tie_group,observed_interaction,Abigail Chen,0.250000,0.586207,0.671053,0.413793,0.400000,105,0
t1800,1800,micro_tie_group,observed_interaction,Arthur Burton,0.285714,0.444444,0.428571,0.555556,0.536082,97,0
t1800,1800,micro_tie_group,observed_interaction,Ayesha Khan,0.265060,0.758621,0.802632,0.241379,0.352381,105,0
t1800,1800,micro_tie_group,observed_interaction,Carlos Gomez,0.298246,0.586207,0.563380,0.413793,0.480000,100,0
t1800,1800,micro_tie_group,observed_interaction,Francisco Lopez,0.225806,0.482759,0.631579,0.517241,0.400000,105,0
t1800,1800,micro_tie_group,observed_interaction,Giorgio Rossi,0.254237,0.576923,0.594595,0.423077,0.450000,100,0
t1800,1800,micro_tie_group,observed_interaction,Hailey Johnson,0.186441,0.379310,0.631579,0.620690,0.371429,105,0
t1800,1800,micro_tie_group,observed_interaction,Isabella Rodriguez,0.328571,0.793103,0.618421,0.206897,0.495238,105,0
t1800,1800,micro_tie_group,observed_interaction,Klaus Mueller,0.300000,0.724138,0.644737,0.275862,0.457143,105,0
t1800,1800,micro_tie_group,observed_interaction,Latoya Williams,0.200000,0.448276,0.684211,0.551724,0.352381,105,0
t1800,1800,micro_tie_group,observed_interaction,Maria Lopez,0.279412,0.655172,0.644737,0.344828,0.438095,105,0
t1800,1800,micro_tie_group,observed_interaction,Mei Lin,0.243590,0.655172,0.776316,0.344828,0.342857,105,0
t1800,1800,micro_tie_group,observed_interaction,Rajiv Patel,0.176471,0.310345,0.552632,0.689655,0.409524,105,0
t1800,1800,micro_tie_group,observed_interaction,Ryan Park,0.100000,0.034483,0.118421,0.965517,0.647619,105,0
t1800,1800,micro_tie_group,observed_interaction,Wolfgang Schulz,0.240000,0.413793,0.500000,0.586207,0.476190,105,0
t1800,1800,micro_tie_group,observed_interaction,__overall__,0.252242,0.523256,0.591837,0.476744,0.439949,1557,0
t2400,2400,micro_tie_interaction,observed_interaction,Abigail Chen,0.396552,0.657143,0.500000,0.342857,0.552381,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Arthur Burton,0.344828,0.571429,0.542857,0.428571,0.495238,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Ayesha Khan,0.309859,0.628571,0.700000,0.371429,0.409524,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Carlos Gomez,0.380952,0.685714,0.557143,0.314286,0.523810,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Francisco Lopez,0.260000,0.371429,0.528571,0.628571,0.438095,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Giorgio Rossi,0.333333,0.571429,0.571429,0.428571,0.476190,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Hailey Johnson,0.211538,0.314286,0.585714,0.685714,0.380952,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Isabella Rodriguez,0.279412,0.542857,0.700000,0.457143,0.380952,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Klaus Mueller,0.373134,0.714286,0.600000,0.285714,0.504762,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Latoya Williams,0.245902,0.428571,0.657143,0.571429,0.371429,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Maria Lopez,0.306667,0.657143,0.742857,0.342857,0.390476,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Mei Lin,0.317073,0.742857,0.800000,0.257143,0.380952,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Rajiv Patel,0.307692,0.457143,0.514286,0.542857,0.476190,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Ryan Park,0.326531,0.457143,0.471429,0.542857,0.504762,105,0
t2400,2400,micro_tie_interaction,observed_interaction,Wolfgang Schulz,0.288136,0.485714,0.600000,0.514286,0.428571,105,0
t2400,2400,micro_tie_interaction,observed_interaction,__overall__,0.313514,0.552381,0.604762,0.447619,0.447619,1575,0
t2400,2400,micro_tie_social,observed_interaction,Abigail Chen,0.308824,0.600000,0.671429,0.400000,0.419048,105,0
t2400,2400,micro_tie_social,observed_interaction,Arthur Burton,0.317460,0.588235,0.614286,0.411765,0.451923,104,0
t2400,2400,micro_tie_social,observed_interaction,Ayesha Khan,0.301370,0.628571,0.728571,0.371429,0.390476,105,0
t2400,2400,micro_tie_social,observed_interaction,Carlos Gomez,0.368421,0.800000,0.685714,0.200000,0.476190,105,0
t2400,2400,micro_tie_social,observed_interaction,Francisco Lopez,0.241379,0.400000,0.628571,0.600000,0.380952,105,0
t2400,2400,micro_tie_social,observed_interaction,Giorgio Rossi,0.306452,0.558824,0.614286,0.441176,0.442308,104,0
t2400,2400,micro_tie_social,observed_interaction,Hailey Johnson,0.216667,0.371429,0.671429,0.628571,0.342857,105,0
t2400,2400,micro_tie_social,observed_interaction,Isabella Rodriguez,0.313953,0.771429,0.842857,0.228571,0.361905,105,0
t2400,2400,micro_tie_social,observed_interaction,Klaus Mueller,0.353659,0.828571,0.757143,0.171429,0.438095,105,0
t2400,2400,micro_tie_social,observed_interaction,Latoya Williams,0.213115,0.371429,0.685714,0.628571,0.333333,105,0
t2400,2400,micro_tie_social,observed_interaction,Maria Lopez,0.307692,0.685714,0.771429,0.314286,0.380952,105,0
t2400,2400,micro_tie_social,observed_interaction,Mei Lin,0.301205,0.714286,0.828571,0.285714,0.352381,105,0
t2400,2400,micro_tie_social,observed_interaction,Rajiv Patel,0.275862,0.457143,0.600000,0.542857,0.419048,105,0
t2400,2400,micro_tie_social,observed_interaction,Ryan Park,0.377049,0.657143,0.550725,0.342857,0.519231,104,0
t2400,2400,micro_tie_social,observed_interaction,Wolfgang Schulz,0.278689,0.485714,0.628571,0.514286,0.409524,105,0
t2400,2400,micro_tie_social,observed_interaction,__overall__,0.301942,0.594646,0.685415,0.405354,0.407761,1572,0
t2400,2400,micro_tie_group,observed_interaction,Abigail Chen,0.350877,0.571429,0.528571,0.428571,0.504762,105,0
t2400,2400,micro_tie_group,observed_interaction,Arthur Burton,0.315789,0.562500,0.565217,0.437500,0.475248,101,0
t2400,2400,micro_tie_group,observed_interaction,Ayesha Khan,0.337500,0.771429,0.757143,0.228571,0.419048,105,0
t2400,2400,micro_tie_group,observed_interaction,Carlos Gomez,0.338028,0.800000,0.723077,0.200000,0.442105,95,0
t2400,2400,micro_tie_group,observed_interaction,Francisco Lopez,0.327586,0.542857,0.557143,0.457143,0.476190,105,0
t2400,2400,micro_tie_group,observed_interaction,Giorgio Rossi,0.316667,0.575758,0.602941,0.424242,0.455446,101,0
t2400,2400,micro_tie_group,observed_interaction,Hailey Johnson,0.222222,0.342857,0.600000,0.657143,0.380952,105,0
t2400,2400,micro_tie_group,observed_interaction,Isabella Rodriguez,0.364865,0.771429,0.671429,0.228571,0.476190,105,0
t2400,2400,micro_tie_group,observed_interaction,Klaus Mueller,0.383562,0.800000,0.652174,0.200000,0.500000,104,0
t2400,2400,micro_tie_group,observed_interaction,Latoya Williams,0.225806,0.400000,0.685714,0.600000,0.342857,105,0
t2400,2400,micro_tie_group,observed_interaction,Maria Lopez,0.297297,0.628571,0.742857,0.371429,0.380952,105,0
t2400,2400,micro_tie_group,observed_interaction,Mei Lin,0.333333,0.685714,0.685714,0.314286,0.438095,105,0
t2400,2400,micro_tie_group,observed_interaction,Rajiv Patel,0.267857,0.428571,0.585714,0.571429,0.419048,105,0
t2400,2400,micro_tie_group,observed_interaction,Ryan Park,0.368421,0.600000,0.514286,0.400000,0.523810,105,0
t2400,2400,micro_tie_group,observed_interaction,Wolfgang Schulz,0.278689,0.485714,0.628571,0.514286,0.409524,105,0
t2400,2400,micro_tie_group,observed_interaction,__overall__,0.317805,0.596117,0.633045,0.403883,0.442802,1556,0
